order_id,order_date,customer_id,product_id,quantity,unit_price,discount,total_amount,channel
O004185,2025-07-26,C0013,P0006,3,163.81,0.2,393.14,Partner
O004186,2024-07-04,C0072,P0014,7,199.28,0,1394.96,In-Store
O004187,2024-07-24,C0193,P0011,3,382.02,0,1146.06,Online
O004188,2024-05-19,C0134,P0005,4,252.32,0,1009.28,Online
O004189,2024-04-20,C0035,P0011,7,382.02,0.1,2406.73,Online
O004190,2024-01-23,C0053,P0029,1,135.15,0,135.15,Online
O004191,2025-03-27,C0051,P0009,7,272.35,0.05,1811.13,Online
O004192,2025-03-14,C0188,P0023,2,306.06,0.15,520.3,In-Store
O004193,2025-03-13,C0094,P0030,1,30.0,0.05,28.5,Online
O004194,2024-11-18,C0199,P0016,6,250.04,0.2,1200.19,Online
O004195,2025-10-19,C0192,P0002,3,37.33,0,111.99,In-Store
O004196,2024-08-24,C0054,P0002,2,37.33,0,74.66,Partner
O004197,2025-05-14,C0149,P0018,5,276.28,0.2,1105.12,Online
O004198,2024-05-14,C0061,P0001,4,388.22,0,1552.88,Online
O004199,2024-03-10,C0033,P0018,5,276.28,0.05,1312.33,Partner
O004200,2025-04-10,C0190,P0026,1,73.21,0,73.21,Partner
O004201,2024-02-23,C0042,P0006,3,163.81,0,491.43,In-Store
O004202,2024-09-22,C0015,P0015,7,220.08,0.2,1232.45,Partner
O004203,2025-05-02,C0140,P0015,2,220.08,0.2,352.13,Partner
O004204,2024-09-23,C0163,P0023,8,306.06,0,2448.48,In-Store
O004205,2024-02-21,C0028,P0020,3,97.17,0,291.51,In-Store
O004206,2025-03-27,C0093,P0021,4,43.43,0.1,156.35,Online
O004207,2025-06-01,C0174,P0016,3,250.04,0,750.12,Online
O004208,2024-02-11,C0047,P0005,6,252.32,0.1,1362.53,Partner
O004209,2025-06-30,C0177,P0011,7,382.02,0.05,2540.43,In-Store
O004210,2025-05-12,C0183,P0009,3,272.35,0,817.05,Online
O004211,2024-03-19,C0161,P0007,8,39.48,0.1,284.26,Online
O004212,2024-02-18,C0026,P0005,2,252.32,0,504.64,Online
O004213,2025-12-14,C0136,P0015,1,220.08,0,220.08,In-Store
O004214,2025-09-20,C0177,P0018,7,276.28,0.2,1547.17,Online
O004215,2024-02-20,C0172,P0030,2,30.0,0.05,57.0,In-Store
O004216,2025-10-06,C0075,P0023,1,306.06,0.2,244.85,Online
O004217,2025-08-24,C0154,P0005,6,252.32,0,1513.92,Partner
O004218,2025-09-04,C0159,P0009,6,272.35,0,1634.1,In-Store
O004219,2024-04-14,C0189,P0029,2,135.15,0.05,256.79,Online
O004220,2024-09-17,C0045,P0005,8,252.32,0.05,1917.63,Online
O004221,2024-06-16,C0057,P0018,8,276.28,0,2210.24,Online
O004222,2024-05-27,C0093,P0028,5,19.35,0,96.75,Online
O004223,2024-11-24,C0097,P0006,7,163.81,0.15,974.67,Partner
O004224,2024-07-15,C0067,P0019,7,120.65,0.2,675.64,Online
O004225,2025-07-06,C0190,P0024,1,283.93,0.15,241.34,Online
O004226,2025-03-29,C0052,P0010,5,217.18,0,1085.9,Online
O004227,2025-09-05,C0079,P0017,8,100.03,0.1,720.22,Partner
O004228,2024-01-22,C0085,P0001,5,388.22,0.05,1844.05,Online
O004229,2025-11-30,C0003,P0028,6,19.35,0.1,104.49,In-Store
O004230,2025-09-18,C0197,P0017,6,100.03,0,600.18,In-Store
O004231,2024-09-20,C0049,P0026,8,73.21,0.05,556.4,Partner
O004232,2025-03-13,C0180,P0029,3,135.15,0.05,385.18,Partner
O004233,2024-11-20,C0169,P0007,3,39.48,0.1,106.6,In-Store
O004234,2025-05-24,C0060,P0009,3,272.35,0.05,776.2,In-Store
O004235,2025-01-02,C0082,P0026,3,73.21,0,219.63,Partner
O004236,2025-02-12,C0040,P0001,7,388.22,0,2717.54,In-Store
O004237,2025-09-11,C0139,P0003,3,314.36,0.2,754.46,Online
O004238,2024-06-10,C0008,P0021,6,43.43,0.1,234.52,Online
O004239,2024-11-26,C0152,P0010,2,217.18,0,434.36,In-Store
O004240,2024-11-21,C0056,P0002,3,37.33,0.1,100.79,In-Store
O004241,2025-03-22,C0194,P0022,7,391.51,0,2740.57,Online
O004242,2025-02-22,C0119,P0022,3,391.51,0.15,998.35,Online
O004243,2024-07-03,C0160,P0024,5,283.93,0.15,1206.7,Online
O004244,2025-11-10,C0111,P0013,2,355.88,0,711.76,In-Store
O004245,2025-11-15,C0160,P0017,1,100.03,0.15,85.03,Partner
O004246,2024-04-19,C0087,P0004,4,111.89,0,447.56,Online
O004247,2024-10-06,C0168,P0018,1,276.28,0,276.28,Partner
O004248,2024-06-09,C0137,P0028,4,19.35,0.15,65.79,Online
O004249,2024-06-04,C0165,P0003,3,314.36,0.2,754.46,Online
O004250,2024-10-30,C0045,P0026,2,73.21,0,146.42,Partner
O004251,2025-01-16,C0170,P0030,2,30.0,0.15,51.0,Partner
O004252,2025-03-03,C0040,P0028,7,19.35,0.1,121.91,Partner
O004253,2024-04-16,C0128,P0013,5,355.88,0,1779.4,Partner
O004254,2025-07-23,C0029,P0017,6,100.03,0,600.18,Partner
O004255,2024-05-16,C0015,P0013,5,355.88,0,1779.4,Partner
O004256,2025-08-06,C0001,P0002,7,37.33,0,261.31,Partner
O004257,2024-11-17,C0128,P0015,8,220.08,0,1760.64,Partner
O004258,2025-02-15,C0084,P0025,7,47.4,0.15,282.03,In-Store
O004259,2024-05-01,C0103,P0024,5,283.93,0.2,1135.72,Partner
O004260,2024-10-30,C0112,P0024,3,283.93,0,851.79,Partner
O004261,2025-03-22,C0047,P0004,3,111.89,0.15,285.32,Online
O004262,2024-01-18,C0046,P0003,4,314.36,0,1257.44,In-Store
O004263,2024-06-16,C0177,P0003,1,314.36,0,314.36,Partner
O004264,2024-04-25,C0065,P0018,4,276.28,0.2,884.1,In-Store
O004265,2025-04-27,C0188,P0016,2,250.04,0,500.08,Partner
O004266,2025-09-16,C0115,P0005,7,252.32,0.1,1589.62,Partner
O004267,2024-06-13,C0157,P0009,2,272.35,0.15,463.0,Partner
O004268,2025-07-16,C0179,P0007,2,39.48,0.15,67.12,Online
O004269,2025-02-23,C0015,P0008,7,136.8,0.05,909.72,Online
O004270,2024-01-03,C0189,P0023,3,306.06,0.15,780.45,Online
O004271,2024-06-14,C0002,P0012,4,253.71,0.15,862.61,Partner
O004272,2024-04-08,C0087,P0007,7,39.48,0,276.36,Online
O004273,2024-07-02,C0083,P0021,1,43.43,0,43.43,In-Store
O004274,2025-12-27,C0063,P0029,4,135.15,0.1,486.54,Online
O004275,2025-09-22,C0091,P0018,3,276.28,0.05,787.4,Online
O004276,2025-04-06,C0169,P0025,1,47.4,0,47.4,In-Store
O004277,2025-04-13,C0137,P0023,7,306.06,0,2142.42,In-Store
O004278,2025-07-23,C0063,P0028,4,19.35,0,77.4,Online
O004279,2024-07-27,C0129,P0020,7,97.17,0.15,578.16,Online
O004280,2024-12-10,C0124,P0014,2,199.28,0.1,358.7,Partner
O004281,2025-02-11,C0030,P0029,7,135.15,0,946.05,In-Store
O004282,2024-11-08,C0027,P0008,7,136.8,0.1,861.84,Online
O004283,2025-11-10,C0001,P0003,4,314.36,0,1257.44,Partner
O004284,2025-09-15,C0041,P0007,4,39.48,0.15,134.23,Online
O004285,2024-07-10,C0026,P0022,4,391.51,0,1566.04,In-Store
O004286,2025-05-03,C0189,P0020,2,97.17,0.1,174.91,In-Store
O004287,2025-05-08,C0182,P0025,1,47.4,0.05,45.03,In-Store
O004288,2025-10-06,C0099,P0004,1,111.89,0.05,106.3,Partner
O004289,2025-10-12,C0095,P0027,3,125.39,0,376.17,Partner
O004290,2024-03-17,C0134,P0004,5,111.89,0,559.45,Partner
O004291,2024-04-29,C0033,P0015,8,220.08,0.05,1672.61,In-Store
O004292,2025-08-30,C0129,P0023,2,306.06,0,612.12,In-Store
O004293,2025-12-10,C0149,P0028,4,19.35,0.1,69.66,In-Store
O004294,2025-11-22,C0090,P0022,8,391.51,0,3132.08,Online
O004295,2025-02-04,C0184,P0027,3,125.39,0.15,319.74,In-Store
O004296,2025-01-28,C0095,P0023,7,306.06,0.1,1928.18,Online
O004297,2024-04-06,C0157,P0028,6,19.35,0.1,104.49,Online
O004298,2025-09-23,C0083,P0015,4,220.08,0,880.32,Partner
O004299,2024-11-29,C0152,P0019,3,120.65,0,361.95,Online
O004300,2025-10-13,C0155,P0009,7,272.35,0.15,1620.48,Online
O004301,2025-08-16,C0196,P0015,5,220.08,0,1100.4,Partner
O004302,2025-05-01,C0006,P0015,5,220.08,0.15,935.34,Online
O004303,2025-08-27,C0196,P0020,7,97.17,0.05,646.18,In-Store
O004304,2025-09-25,C0017,P0025,8,47.4,0.1,341.28,In-Store
O004305,2025-09-01,C0125,P0001,1,388.22,0.1,349.4,In-Store
O004306,2025-07-26,C0079,P0022,8,391.51,0,3132.08,In-Store
O004307,2024-10-09,C0176,P0020,5,97.17,0.05,461.56,Online
O004308,2025-02-24,C0131,P0007,5,39.48,0,197.4,In-Store
O004309,2025-10-07,C0063,P0010,8,217.18,0.1,1563.7,In-Store
O004310,2024-10-26,C0053,P0013,2,355.88,0.05,676.17,Partner
O004311,2024-11-19,C0137,P0001,5,388.22,0,1941.1,Online
O004312,2024-11-30,C0155,P0006,7,163.81,0,1146.67,Online
O004313,2025-02-12,C0031,P0027,1,125.39,0,125.39,Online
O004314,2024-10-23,C0118,P0002,7,37.33,0.05,248.24,Partner
O004315,2025-07-11,C0155,P0029,1,135.15,0,135.15,Online
O004316,2025-06-16,C0070,P0018,5,276.28,0,1381.4,Online
O004317,2025-07-06,C0198,P0008,1,136.8,0.1,123.12,Partner
O004318,2025-05-09,C0143,P0007,1,39.48,0,39.48,In-Store
O004319,2025-09-01,C0171,P0027,4,125.39,0.1,451.4,Partner
O004320,2024-12-21,C0122,P0009,2,272.35,0.1,490.23,In-Store
O004321,2025-01-14,C0061,P0001,3,388.22,0.05,1106.43,Online
O004322,2025-11-26,C0013,P0001,4,388.22,0,1552.88,In-Store
O004323,2025-08-29,C0185,P0013,7,355.88,0,2491.16,Partner
O004324,2025-01-01,C0092,P0021,4,43.43,0,173.72,In-Store
O004325,2025-08-01,C0075,P0004,5,111.89,0.2,447.56,Online
O004326,2025-04-04,C0113,P0018,5,276.28,0.05,1312.33,Partner
O004327,2024-01-20,C0014,P0017,8,100.03,0.15,680.2,Partner
O004328,2025-02-28,C0031,P0017,8,100.03,0,800.24,Partner
O004329,2024-07-27,C0009,P0001,2,388.22,0.15,659.97,In-Store
O004330,2024-08-24,C0096,P0029,2,135.15,0,270.3,In-Store
O004331,2025-09-07,C0076,P0010,5,217.18,0,1085.9,Partner
O004332,2025-11-12,C0012,P0013,8,355.88,0,2847.04,In-Store
O004333,2025-01-18,C0109,P0018,7,276.28,0.2,1547.17,Online
O004334,2024-05-09,C0078,P0002,7,37.33,0,261.31,Online
O004335,2025-09-03,C0083,P0030,6,30.0,0.1,162.0,In-Store
O004336,2024-07-01,C0123,P0005,6,252.32,0.05,1438.22,Online
O004337,2024-08-29,C0047,P0004,1,111.89,0,111.89,Online
O004338,2024-01-31,C0163,P0021,5,43.43,0.05,206.29,In-Store
O004339,2024-11-06,C0128,P0010,8,217.18,0.05,1650.57,Partner
O004340,2025-09-03,C0074,P0022,6,391.51,0,2349.06,Online
O004341,2024-04-08,C0154,P0014,6,199.28,0,1195.68,Online
O004342,2025-05-15,C0137,P0008,6,136.8,0,820.8,Online
O004343,2024-12-22,C0036,P0010,6,217.18,0.15,1107.62,Online
O004344,2024-09-12,C0027,P0006,1,163.81,0,163.81,In-Store
O004345,2024-03-10,C0033,P0022,3,391.51,0,1174.53,Partner
O004346,2025-10-17,C0200,P0016,4,250.04,0.2,800.13,Online
O004347,2025-03-11,C0163,P0015,8,220.08,0,1760.64,In-Store
O004348,2024-12-20,C0138,P0021,4,43.43,0.1,156.35,Partner
O004349,2024-11-28,C0083,P0023,6,306.06,0.1,1652.72,Online
O004350,2025-11-28,C0047,P0019,5,120.65,0,603.25,In-Store
O004351,2025-02-19,C0036,P0023,6,306.06,0,1836.36,Online
O004352,2025-09-21,C0129,P0011,8,382.02,0,3056.16,Online
O004353,2024-02-23,C0115,P0003,1,314.36,0,314.36,Partner
O004354,2025-09-05,C0164,P0002,6,37.33,0,223.98,Online
O004355,2024-10-02,C0067,P0015,8,220.08,0,1760.64,In-Store
O004356,2024-08-07,C0059,P0025,6,47.4,0.15,241.74,In-Store
O004357,2025-06-25,C0198,P0005,5,252.32,0.05,1198.52,Partner
O004358,2025-04-17,C0191,P0028,5,19.35,0,96.75,Online
O004359,2025-08-07,C0092,P0019,5,120.65,0.15,512.76,In-Store
O004360,2025-09-09,C0052,P0009,5,272.35,0.2,1089.4,Online
O004361,2025-06-06,C0010,P0011,4,382.02,0.05,1451.68,Partner
O004362,2025-06-26,C0008,P0008,4,136.8,0,547.2,Online
O004363,2024-07-24,C0108,P0003,2,314.36,0.15,534.41,Online
O004364,2024-02-08,C0165,P0017,3,100.03,0.05,285.09,Partner
O004365,2025-07-24,C0122,P0017,3,100.03,0.2,240.07,Online
O004366,2025-07-10,C0091,P0026,3,73.21,0.05,208.65,In-Store
O004367,2025-07-22,C0051,P0001,5,388.22,0.2,1552.88,In-Store
O004368,2024-07-04,C0048,P0011,2,382.02,0,764.04,Online
O004369,2024-11-30,C0114,P0023,5,306.06,0.05,1453.78,Partner
O004370,2024-08-19,C0055,P0030,6,30.0,0.15,153.0,In-Store
O004371,2025-08-01,C0132,P0002,2,37.33,0.1,67.19,Online
O004372,2024-10-26,C0092,P0014,8,199.28,0,1594.24,In-Store
O004373,2025-05-05,C0098,P0016,2,250.04,0.15,425.07,In-Store
O004374,2025-02-11,C0191,P0013,3,355.88,0.1,960.88,Partner
O004375,2025-02-09,C0017,P0010,4,217.18,0,868.72,Online
O004376,2025-10-06,C0151,P0020,5,97.17,0.05,461.56,In-Store
O004377,2025-09-16,C0068,P0029,6,135.15,0,810.9,Partner
O004378,2024-02-07,C0148,P0019,1,120.65,0.15,102.55,Online
O004379,2024-08-21,C0013,P0018,6,276.28,0.05,1574.8,Partner
O004380,2025-12-01,C0005,P0018,4,276.28,0.2,884.1,Partner
O004381,2024-03-28,C0088,P0006,2,163.81,0.15,278.48,Partner
O004382,2024-06-23,C0153,P0014,5,199.28,0,996.4,Partner
O004383,2025-06-10,C0076,P0013,5,355.88,0.15,1512.49,Partner
O004384,2025-01-14,C0077,P0020,8,97.17,0.1,699.62,In-Store
O004385,2025-05-17,C0044,P0018,6,276.28,0.2,1326.14,In-Store
O004386,2025-06-16,C0163,P0023,6,306.06,0.2,1469.09,Online
O004387,2025-08-29,C0133,P0024,2,283.93,0.2,454.29,Online
O004388,2025-08-20,C0046,P0005,2,252.32,0.05,479.41,In-Store
O004389,2024-05-20,C0188,P0018,2,276.28,0.2,442.05,In-Store
O004390,2025-09-15,C0136,P0018,4,276.28,0.15,939.35,In-Store
O004391,2025-08-17,C0021,P0015,1,220.08,0,220.08,Partner
O004392,2024-04-11,C0077,P0030,5,30.0,0,150.0,In-Store
O004393,2024-06-12,C0053,P0014,8,199.28,0.2,1275.39,Partner
O004394,2024-07-05,C0101,P0017,2,100.03,0,200.06,Partner
O004395,2025-06-24,C0056,P0021,1,43.43,0,43.43,Partner
O004396,2025-07-03,C0088,P0025,7,47.4,0.2,265.44,Online
O004397,2025-05-18,C0199,P0003,4,314.36,0.1,1131.7,Partner
O004398,2024-01-12,C0021,P0009,6,272.35,0.1,1470.69,Online
O004399,2024-04-17,C0189,P0026,3,73.21,0.2,175.7,In-Store
O004400,2024-11-19,C0120,P0019,1,120.65,0,120.65,Online
O004401,2025-08-22,C0144,P0028,7,19.35,0.05,128.68,Online
O004402,2025-10-05,C0057,P0027,6,125.39,0,752.34,Partner
O004403,2025-04-20,C0081,P0024,1,283.93,0.2,227.14,Partner
O004404,2024-05-09,C0004,P0025,6,47.4,0,284.4,Partner
O004405,2025-08-12,C0102,P0001,2,388.22,0,776.44,Online
O004406,2025-06-29,C0150,P0003,1,314.36,0,314.36,Online
O004407,2025-10-23,C0147,P0016,5,250.04,0,1250.2,In-Store
O004408,2025-03-12,C0090,P0004,4,111.89,0.15,380.43,Online
O004409,2025-07-01,C0147,P0002,6,37.33,0.2,179.18,Online
O004410,2024-10-17,C0129,P0023,2,306.06,0,612.12,In-Store
O004411,2024-08-05,C0016,P0029,3,135.15,0,405.45,Partner
O004412,2024-12-17,C0119,P0007,7,39.48,0,276.36,Partner
O004413,2025-02-15,C0136,P0016,4,250.04,0.05,950.15,Online
O004414,2024-12-23,C0113,P0003,4,314.36,0.15,1068.82,Partner
O004415,2024-09-08,C0185,P0020,7,97.17,0.1,612.17,Online
O004416,2024-01-08,C0091,P0008,1,136.8,0.15,116.28,Partner
O004417,2025-03-16,C0086,P0018,6,276.28,0.2,1326.14,Online
O004418,2025-11-12,C0094,P0021,5,43.43,0.05,206.29,Online
O004419,2025-01-30,C0023,P0021,6,43.43,0.2,208.46,In-Store
O004420,2024-07-09,C0062,P0019,8,120.65,0.1,868.68,In-Store
O004421,2025-01-23,C0089,P0026,2,73.21,0,146.42,In-Store
O004422,2024-05-17,C0064,P0013,1,355.88,0.15,302.5,Partner
O004423,2025-04-12,C0062,P0016,8,250.04,0,2000.32,Online
O004424,2025-10-27,C0041,P0018,7,276.28,0.2,1547.17,In-Store
O004425,2024-10-29,C0105,P0001,6,388.22,0,2329.32,Online
O004426,2024-09-18,C0134,P0003,7,314.36,0.2,1760.42,In-Store
O004427,2024-02-05,C0018,P0027,7,125.39,0,877.73,Online
O004428,2025-10-11,C0160,P0023,8,306.06,0,2448.48,Online
O004429,2024-09-28,C0086,P0018,5,276.28,0.05,1312.33,Online
O004430,2025-11-16,C0096,P0004,1,111.89,0,111.89,Partner
O004431,2024-08-07,C0140,P0001,3,388.22,0.05,1106.43,Online
O004432,2024-08-01,C0068,P0005,8,252.32,0.05,1917.63,In-Store
O004433,2025-10-10,C0035,P0030,2,30.0,0,60.0,In-Store
O004434,2025-06-25,C0174,P0009,8,272.35,0,2178.8,Partner
O004435,2024-08-04,C0059,P0019,6,120.65,0.2,579.12,Online
O004436,2025-05-22,C0148,P0014,1,199.28,0.05,189.32,In-Store
O004437,2024-06-26,C0067,P0023,1,306.06,0.1,275.45,Online
O004438,2025-06-05,C0130,P0018,5,276.28,0.1,1243.26,In-Store
O004439,2024-12-25,C0196,P0009,6,272.35,0.2,1307.28,Online
O004440,2025-04-09,C0181,P0008,6,136.8,0.1,738.72,Online
O004441,2024-07-20,C0126,P0004,8,111.89,0,895.12,Online
O004442,2024-04-18,C0165,P0014,2,199.28,0.2,318.85,In-Store
O004443,2024-11-08,C0070,P0025,1,47.4,0,47.4,Online
O004444,2025-05-20,C0152,P0017,2,100.03,0.1,180.05,Online
O004445,2025-01-02,C0141,P0016,8,250.04,0.15,1700.27,Partner
O004446,2025-02-18,C0057,P0024,4,283.93,0,1135.72,In-Store
O004447,2024-09-14,C0195,P0016,8,250.04,0,2000.32,Online
O004448,2024-01-13,C0060,P0023,1,306.06,0.1,275.45,Partner
O004449,2025-10-14,C0029,P0012,4,253.71,0.1,913.36,In-Store
O004450,2024-05-16,C0006,P0006,3,163.81,0.05,466.86,In-Store
O004451,2024-09-25,C0068,P0026,3,73.21,0,219.63,Online
O004452,2024-08-26,C0168,P0028,3,19.35,0.2,46.44,Online
O004453,2025-04-17,C0157,P0002,6,37.33,0.05,212.78,Online
O004454,2024-01-21,C0002,P0009,5,272.35,0,1361.75,Online
O004455,2025-08-28,C0182,P0023,8,306.06,0.15,2081.21,Partner
O004456,2024-10-04,C0070,P0004,4,111.89,0,447.56,In-Store
O004457,2025-09-28,C0200,P0008,2,136.8,0,273.6,In-Store
O004458,2025-10-11,C0183,P0020,5,97.17,0,485.85,Online
O004459,2025-04-21,C0037,P0025,5,47.4,0.1,213.3,Online
O004460,2025-02-03,C0151,P0024,8,283.93,0,2271.44,In-Store
O004461,2024-06-30,C0148,P0014,4,199.28,0,797.12,In-Store
O004462,2024-05-27,C0021,P0016,5,250.04,0.2,1000.16,Online
O004463,2025-12-11,C0075,P0001,5,388.22,0.2,1552.88,Partner
O004464,2024-04-12,C0173,P0007,3,39.48,0.05,112.52,Online
O004465,2024-07-16,C0137,P0027,1,125.39,0,125.39,In-Store
O004466,2025-12-05,C0098,P0017,7,100.03,0,700.21,In-Store
O004467,2024-06-01,C0056,P0002,8,37.33,0,298.64,Partner
O004468,2024-06-04,C0103,P0015,3,220.08,0,660.24,Online
O004469,2024-08-30,C0009,P0020,6,97.17,0.2,466.42,In-Store
O004470,2025-08-07,C0107,P0024,3,283.93,0,851.79,In-Store
O004471,2024-12-13,C0051,P0014,1,199.28,0,199.28,In-Store
O004472,2024-03-02,C0122,P0020,6,97.17,0,583.02,Online
O004473,2025-07-30,C0127,P0008,3,136.8,0,410.4,Online
O004474,2025-09-22,C0007,P0026,8,73.21,0,585.68,In-Store
O004475,2025-04-07,C0023,P0007,1,39.48,0.15,33.56,Online
O004476,2025-07-07,C0042,P0003,2,314.36,0,628.72,In-Store
O004477,2025-11-01,C0145,P0002,8,37.33,0,298.64,In-Store
O004478,2024-01-26,C0127,P0005,3,252.32,0,756.96,In-Store
O004479,2025-02-21,C0081,P0028,5,19.35,0.15,82.24,Online
O004480,2024-03-11,C0127,P0004,3,111.89,0.1,302.1,In-Store
O004481,2024-09-07,C0002,P0015,5,220.08,0,1100.4,In-Store
O004482,2024-11-04,C0014,P0005,4,252.32,0.2,807.42,In-Store
O004483,2024-04-05,C0034,P0006,6,163.81,0,982.86,Partner
O004484,2024-07-04,C0102,P0001,3,388.22,0,1164.66,Online
O004485,2025-11-11,C0151,P0009,2,272.35,0,544.7,Partner
O004486,2025-04-01,C0005,P0019,5,120.65,0,603.25,In-Store
O004487,2025-11-21,C0047,P0013,1,355.88,0,355.88,Online
O004488,2024-04-06,C0108,P0021,6,43.43,0,260.58,Online
O004489,2025-10-29,C0034,P0016,7,250.04,0,1750.28,In-Store
O004490,2025-07-24,C0155,P0027,5,125.39,0.15,532.91,Online
O004491,2025-12-09,C0174,P0005,5,252.32,0,1261.6,In-Store
O004492,2025-01-26,C0150,P0018,6,276.28,0,1657.68,Online
O004493,2025-11-14,C0034,P0004,2,111.89,0.1,201.4,Online
O004494,2025-03-16,C0082,P0030,2,30.0,0,60.0,Partner
O004495,2025-09-13,C0104,P0025,5,47.4,0.15,201.45,Partner
O004496,2025-03-14,C0106,P0009,8,272.35,0.1,1960.92,Partner
O004497,2025-04-19,C0173,P0014,3,199.28,0,597.84,In-Store
O004498,2025-06-22,C0016,P0030,1,30.0,0.1,27.0,In-Store
O004499,2025-06-07,C0080,P0015,5,220.08,0,1100.4,Partner
O004500,2024-04-22,C0060,P0015,2,220.08,0.1,396.14,Partner
O004501,2025-08-03,C0009,P0016,5,250.04,0.1,1125.18,Online
O004502,2024-02-21,C0022,P0014,5,199.28,0,996.4,In-Store
O004503,2025-09-14,C0147,P0024,4,283.93,0.05,1078.93,Partner
O004504,2024-11-29,C0161,P0005,4,252.32,0.2,807.42,Online
O004505,2025-03-23,C0072,P0018,5,276.28,0.1,1243.26,In-Store
O004506,2024-08-17,C0115,P0002,3,37.33,0,111.99,Partner
O004507,2025-03-18,C0136,P0014,6,199.28,0,1195.68,Online
O004508,2024-03-08,C0038,P0023,1,306.06,0,306.06,Online
O004509,2024-05-31,C0052,P0024,8,283.93,0.15,1930.72,Online
O004510,2024-08-01,C0092,P0029,6,135.15,0,810.9,Online
O004511,2025-07-15,C0001,P0002,1,37.33,0,37.33,Partner
O004512,2025-02-16,C0097,P0008,5,136.8,0.15,581.4,In-Store
O004513,2024-01-05,C0062,P0019,2,120.65,0.1,217.17,Online
O004514,2024-09-15,C0133,P0017,2,100.03,0,200.06,Online
O004515,2025-08-16,C0104,P0026,1,73.21,0,73.21,Online
O004516,2024-08-28,C0099,P0019,3,120.65,0.2,289.56,Online
O004517,2025-08-18,C0176,P0016,4,250.04,0.05,950.15,Partner
O004518,2025-09-24,C0137,P0025,8,47.4,0.15,322.32,Online
O004519,2025-07-10,C0100,P0001,6,388.22,0,2329.32,Online
O004520,2025-02-01,C0141,P0014,8,199.28,0,1594.24,Online
O004521,2025-08-26,C0011,P0002,1,37.33,0.1,33.6,Partner
O004522,2025-03-20,C0071,P0022,4,391.51,0,1566.04,Online
O004523,2024-03-25,C0025,P0024,4,283.93,0.05,1078.93,Online
O004524,2024-04-04,C0134,P0029,2,135.15,0,270.3,Partner
O004525,2024-09-22,C0155,P0018,6,276.28,0.15,1409.03,In-Store
O004526,2024-01-19,C0129,P0005,5,252.32,0,1261.6,Online
O004527,2025-01-06,C0163,P0009,1,272.35,0,272.35,Online
O004528,2025-02-26,C0083,P0025,4,47.4,0,189.6,In-Store
O004529,2025-08-11,C0008,P0015,6,220.08,0.05,1254.46,Partner
O004530,2025-12-21,C0153,P0009,5,272.35,0.1,1225.58,In-Store
O004531,2024-02-24,C0104,P0014,8,199.28,0,1594.24,Online
O004532,2025-10-21,C0015,P0018,3,276.28,0,828.84,Partner
O004533,2025-07-06,C0005,P0026,3,73.21,0.15,186.69,Online
O004534,2025-10-30,C0177,P0017,3,100.03,0,300.09,Online
O004535,2024-06-01,C0132,P0015,5,220.08,0,1100.4,In-Store
O004536,2024-03-12,C0037,P0002,6,37.33,0.1,201.58,In-Store
O004537,2025-04-23,C0068,P0023,6,306.06,0,1836.36,Online
O004538,2024-11-15,C0092,P0021,4,43.43,0.05,165.03,Online
O004539,2024-01-09,C0057,P0012,8,253.71,0,2029.68,In-Store
O004540,2025-07-27,C0023,P0006,2,163.81,0.2,262.1,Online
O004541,2025-07-16,C0142,P0023,6,306.06,0,1836.36,Online
O004542,2024-06-29,C0176,P0014,2,199.28,0.15,338.78,Partner
O004543,2025-11-12,C0084,P0012,1,253.71,0,253.71,In-Store
O004544,2025-04-20,C0030,P0029,1,135.15,0,135.15,Partner
O004545,2025-03-12,C0045,P0008,1,136.8,0,136.8,In-Store
O004546,2025-07-29,C0007,P0002,2,37.33,0,74.66,Online
O004547,2024-01-31,C0134,P0005,8,252.32,0,2018.56,Online
O004548,2024-05-10,C0186,P0029,3,135.15,0,405.45,Partner
O004549,2024-12-25,C0189,P0030,7,30.0,0,210.0,Online
O004550,2025-01-18,C0033,P0001,5,388.22,0.1,1746.99,Online
O004551,2024-11-28,C0128,P0024,7,283.93,0.05,1888.13,Online
O004552,2025-01-25,C0198,P0029,5,135.15,0,675.75,Partner
O004553,2024-06-30,C0012,P0029,5,135.15,0.15,574.39,Online
O004554,2025-10-11,C0113,P0014,4,199.28,0.2,637.7,In-Store
O004555,2025-09-28,C0099,P0027,1,125.39,0,125.39,Online
O004556,2025-05-26,C0086,P0008,1,136.8,0,136.8,Partner
O004557,2024-11-12,C0191,P0026,4,73.21,0.15,248.91,In-Store
O004558,2025-07-25,C0039,P0009,4,272.35,0,1089.4,In-Store
O004559,2024-06-22,C0022,P0016,7,250.04,0.1,1575.25,Online
O004560,2025-11-26,C0082,P0025,2,47.4,0.15,80.58,Online
O004561,2025-04-08,C0118,P0022,3,391.51,0.05,1115.8,Online
O004562,2025-01-31,C0131,P0013,7,355.88,0.15,2117.49,In-Store
O004563,2024-05-13,C0179,P0026,7,73.21,0,512.47,In-Store
O004564,2025-07-12,C0020,P0030,8,30.0,0.05,228.0,In-Store
O004565,2025-09-30,C0131,P0028,5,19.35,0.2,77.4,In-Store
O004566,2024-06-12,C0122,P0015,2,220.08,0.15,374.14,Partner
O004567,2024-01-16,C0016,P0021,4,43.43,0,173.72,Online
O004568,2025-06-06,C0106,P0030,2,30.0,0.2,48.0,In-Store
